County,Year,Population,State,fips,_merge
Wabaunsee County,2015,6886,KS,20197.0,both
Wallace County,2015,1505,KS,20199.0,both
Washington County,2015,5568,KS,20201.0,both
Wichita County,2015,2166,KS,20203.0,both
Wilson County,2015,8847,KS,20205.0,both
Woodson County,2015,3142,KS,20207.0,both
Wyandotte County,2015,163776,KS,20209.0,both
Adair County,2003,17645,KY,21001.0,both
Allen County,2003,18143,KY,21003.0,both
Anderson County,2003,19657,KY,21005.0,both
Ballard County,2003,8230,KY,21007.0,both
Barren County,2003,38981,KY,21009.0,both
Bath County,2003,11442,KY,21011.0,both
Bell County,2003,29579,KY,21013.0,both
Boone County,2003,96717,KY,21015.0,both
Bourbon County,2003,19442,KY,21017.0,both
Boyd County,2003,49495,KY,21019.0,both
Boyle County,2003,27807,KY,21021.0,both
Bracken County,2003,8439,KY,21023.0,both
Breathitt County,2003,15689,KY,21025.0,both
Breckinridge County,2003,18900,KY,21027.0,both
Bullitt County,2003,66566,KY,21029.0,both
Butler County,2003,13217,KY,21031.0,both
Caldwell County,2003,12779,KY,21033.0,both
Calloway County,2003,34718,KY,21035.0,both
Campbell County,2003,87774,KY,21037.0,both
Carlisle County,2003,5275,KY,21039.0,both
Carroll County,2003,10310,KY,21041.0,both
Carter County,2003,27231,KY,21043.0,both
Casey County,2003,15857,KY,21045.0,both
Christian County,2003,77171,KY,21047.0,both
Clark County,2003,33825,KY,21049.0,both
Clay County,2003,24300,KY,21051.0,both
Clinton County,2003,9538,KY,21053.0,both
Crittenden County,2003,9157,KY,21055.0,both
Cumberland County,2003,7076,KY,21057.0,both
Daviess County,2003,92144,KY,21059.0,both
Edmonson County,2003,11794,KY,21061.0,both
Elliott County,2003,6808,KY,21063.0,both
Estill County,2003,15063,KY,21065.0,both
Fayette County,2003,271441,KY,21067.0,both
Fleming County,2003,14363,KY,21069.0,both
Floyd County,2003,42077,KY,21071.0,both
Franklin County,2003,48079,KY,21073.0,both
Fulton County,2003,7431,KY,21075.0,both
Gallatin County,2003,7990,KY,21077.0,both
